Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PNJ_democracy;Халистан;;;;;;;;;;;;;
PNJ_democracy_ADJ;Халистанск.;;;;;;;;;;;;;
PNJ_fascist_dictatorship;Халистан;;;;;;;;;;;;;
PNJ_fascist_dictatorship_ADJ;Халистанск.;;;;;;;;;;;;;
PNT;Кавказос;;;;;;;;;;;;;
PNT_ADJ;Кавказск.;;;;;;;;;;;;;
PRI;Пуэрто-Рико;Пуэрто-Рико;Пуэрто-Рико;;Пуэрто-Рико;;;;;;;;;
PRI_ADJ;Пуэрто-риканск.;Пуэрто-риканск.;?;;?;;;;;;;;;
PRI_liberal;Партидо Либерал;Партидо Либерал;Партидо Либерал;;;;;;;;;;;
PRI_socialist;Партидо Социалиста;Партидо Социалиста;Партидо Социалиста;;;;;;;;;;;
PRI_conservative;Партидо Эстадиста Республикано;Партидо Эстадиста Республикано;Партидо Эстадиста Республикано;;;;;;;;;;;
PRI_anarcho_liberal;Партидо Анаркиста;Партидо Анаркиста;Партидо Анаркиста;;;;;;;;;;;
PRI_communist;Партидо Комуниста;Партидо Комуниста;Партидо Комуниста;;;;;;;;;;;
PRI_fascist;Партидо Насионалиста;Партидо Насионалиста;Партидо Насионалиста;;;;;;;;;;;
PRI_reactionary;Унион Республикана;Унион Республикана;Унион Республикана;;;;;;;;;;;
PTG;Патагония;;;;;;;;;;;;;
PTG_ADJ;Патагонск.;;;;;;;;;;;;;
PTG_conservative;Королевская фракция;;;;;;;;;;;;;
PTG_liberal;Фракция либералов;;;;;;;;;;;;;
PTG_reactionary;Фракция националистов;;;;;;;;;;;;;
PTG_anarcho_liberal;Радикальная фракция;;;;;;;;;;;;;
PTG_socialist;Социалистическая фракция;;;;;;;;;;;;;
PTG_communist;Коммунистическая фракция;;;;;;;;;;;;;
PTG_fascist;Фашистская фракция;;;;;;;;;;;;;
PZN;Познань;Познань;Познань;;Познань;;;;;;;;;
PZN_ADJ;Познанск.;Познанск.;Познанск.;;Познанск.;;;;;;;;;
QLD;Квинсленд;Квинсленд;Квинсленд;;;;;;;;;;;
QLD_ADJ;Квинслендер;Квинслендер;Квинслендер;;;;;;;;;;;
QLD_conservative;Консервативная фракция;Консервативная фракция;Консервативная фракция;;;;;;;;;;;
QLD_conservative_1;Национальная партия;Национальная партия;Национальная партия;;;;;;;;;;;
QLD_conservative_2;Объединенная партия;Объединенная партия;Объединенная партия;;;;;;;;;;;
QLD_conservative_3;Партия страны и прогрессивной нации;Партия страны и прогрессивной нации;Партия страны и прогрессивной нации;;;;;;;;;;;
QLD_liberal;Либеральная фракция;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
QLD_liberal_1;Либеральная партия;Либеральная партия;Либеральная партия;;;;;;;;;;;
QLD_socialist;Фракция труда;Фракция труда;Фракция труда;;;;;;;;;;;
QLD_socialist_1;Лейбористская партия;Лейбористская партия;Лейбористская партия;;;;;;;;;;;
QLD_communist;Коммунистическая партия;Коммунистическая партия;Коммунистическая партия;;;;;;;;;;;
QLD_reactionary;Радикальные националисты;Радикальные националисты;Радикальные националисты;;;;;;;;;;;
QLD_reactionary_2;Фермерская уния Квинсленда;Фермерская уния Квинсленда;Фермерская уния Квинсленда;;;;;;;;;;;
QLD_reactionary_3;Партия страны;Партия страны;Партия страны;;;;;;;;;;;
QLD_anarcho_liberal;Радикальные либералы;Радикальные либералы;Радикальные либералы;;;;;;;;;;;
QLD_fascist;Фашистская партия;Фашистская партия;Фашистская партия;;;;;;;;;;;
MAO_conservative;Цзюнцзю;Цзюнцзю;Цзюнцзю;;;;;;;;;;;
MAO_conservative_2;Движение Чжичиан;Движение Чжичиан;Движение Чжичиан;;;;;;;;;;;
MAO_conservative_3;Бейян;Бейян;Бейян;;;;;;;;;;;
MAO_conservative_4;Китайская национальная партия;Китайская национальная партия;Китайская национальная партия;;;;;;;;;;;
MAO_conservative_5;Мэньчжуцзян;Мэньчжуцзян;Мэньчжуцзян;;;;;;;;;;;
MAO_liberal;Партия Гайлян Пай;Партия Гайлян Пай;Партия Гайлян Пай;;;;;;;;;;;
MAO_liberal_2;Общество Нового порядка;Общество Нового порядка;Общество Нового порядка;;;;;;;;;;;
MAO_liberal_3;Китайская либеральная партия;Китайская либеральная партия;Китайская либеральная партия;;;;;;;;;;;
MAO_liberal_4;Партия Ян Ву;Партия Ян Ву;Партия Ян Ву;;;;;;;;;;;
MAO_reactionary;Движение Кунчжу;Движение Кунчжу;Движение Кунчжу;;;;;;;;;;;
MAO_reactionary_2;Джунбэйдан;Джунбэйдан;Джунбэйдан;;;;;;;;;;;
MAO_anarcho_liberal;Движение Китайских мунджу;Движение Китайских мунджу;Движение Китайских мунджу;;;;;;;;;;;
MAO_socialist;Партия социалистов Китая;Партия социалистов Китая;Партия социалистов Китая;;;;;;;;;;;
MAO_communist;Коммунистическая партия Китая;Коммунистическая партия Китая;Коммунистическая партия Китая;;;;;;;;;;;
MAO_fascist;Партия Кайцзу Пай;Партия Кайцзу Пай;Партия Кайцзу Пай;;;;;;;;;;;
CHI_conservative;Цзюнцзю;Цзюнцзю;Цзюнцзю;;;;;;;;;;;
CHI_conservative_2;Движение Чжичиан;Движение Чжичиан;Движение Чжичиан;;;;;;;;;;;
CHI_conservative_3;Бейян;Бейян;Бейян;;;;;;;;;;;
CHI_conservative_4;Китайская национальная партия;Китайская национальная партия;Китайская национальная партия;;;;;;;;;;;
CHI_conservative_5;Мэньчжуцзян;Мэньчжуцзян;Мэньчжуцзян;;;;;;;;;;;
CHI_liberal;Партия Гайлян Пай;Партия Гайлян Пай;Партия Гайлян Пай;;;;;;;;;;;
CHI_liberal_2;Общество Нового порядка;Общество Нового порядка;Общество Нового порядка;;;;;;;;;;;
CHI_liberal_3;Китайская либеральная партия;Китайская либеральная партия;Китайская либеральная партия;;;;;;;;;;;
CHI_liberal_4;Партия Ян Ву;Партия Ян Ву;Партия Ян Ву;;;;;;;;;;;
CHI_reactionary;Движение Кунчжу;Движение Кунчжу;Движение Кунчжу;;;;;;;;;;;
CHI_reactionary_2;Джунбэйдан;Джунбэйдан;Джунбэйдан;;;;;;;;;;;
CHI_anarcho_liberal;Движение Китайских мунджу;Движение Китайских мунджу;Движение Китайских мунджу;;;;;;;;;;;
CHI_socialist;Партия социалистов Китая;Партия социалистов Китая;Партия социалистов Китая;;;;;;;;;;;
CHI_communist;Коммунистическая партия Китая;Коммунистическая партия Китая;Коммунистическая партия Китая;;;;;;;;;;;
CHI_fascist;Партия Кайцзу Пай;Партия Кайцзу Пай;Партия Кайцзу Пай;;;;;;;;;;;
RAJ;Раджпутана;;;;;;;;;;;;;
RAJ_ADJ;Раджпут;Раджпут;Раджпут;;;;;;;;;;;
RAJ_democracy;Раджастан;;;;;;;;;;;;;
RAJ_democracy_ADJ;Раджастанск.;;;;;;;;;;;;;
RAJ_proletarian_dictatorship;Раджастан;;;;;;;;;;;;;
RAJ_proletarian_dictatorship_ADJ;Раджастанск.;;;;;;;;;;;;;
RAJ_fascist_dictatorship;Раджастан;;;;;;;;;;;;;
RAJ_fascist_dictatorship_ADJ;Раджастанск.;;;;;;;;;;;;;
RAJ_bourgeois_dictatorship;Раджастан;;;;;;;;;;;;;
RAJ_bourgeois_dictatorship_ADJ;Раджастанск.;;;;;;;;;;;;;
RGR;Рио-Гранде;;;;;;;;;;;;;
RGR_ADJ;Риогранденсе;;;;;;;;;;;;;
RGR_conservative;Консервативная партия;;;;;;;;;;;;
RGR_liberal;Либеральная партия;;;;;;;;;;;;
RGR_anarcho_liberal;Федералистская партия;;;;;;;;;;;;
RGR_conservative_2;Партия умеренных либералов;;;;;;;;;;;;
RGR_liberal_2;Партия радикальных либералов;;;;;;;;;;;;
RGR_liberal_3;Партия прогрессивных либералов;;;;;;;;;;;;
RGR_conservative_3;Партия конституционалистов;;;;;;;;;;;;
RGR_liberal_4;Партия антиреформистов;;;;;;;;;;;;
RGR_reactionary;Империалистическая партия;;;;;;;;;;;;
RGR_socialist;Социалистическая партия;;;;;;;;;;;;
RGR_communist;Коммунистическая партия;;;;;;;;;;;;
RGR_fascist;Фашистская партия;;;;;;;;;;;;
RGS;Рио-Гранде-ду-Сул;;;;;;;;;;;;;
RGS_ADJ;Риогранденсе;;;;;;;;;;;;;
RGS_conservative;Партия республиканцев;;;;;;;;;;;;
RGS_liberal;Федералистская партия;;;;;;;;;;;;
RGS_socialist;Колорадос;;;;;;;;;;;;
RGS_communist;Народная партия;;;;;;;;;;;;
RGS_reactionary;Партия гау́чу;;;;;;;;;;;;
RGS_anarcho_liberal;Партия освобождения;;;;;;;;;;;;
RGS_fascist;Партия Пампасов;;;;;;;;;;;;
RHI;Рейнландия;;;;;;;;;;;;;
RHI_ADJ;Рейнландец;;;;;;;;;;;;;
RHI_liberal;Либеральная демократическая партия;;;;;;;;;;;;
RHI_conservative;Центристская партия;;;;;;;;;;;;
RHI_liberal_2;Национально-либеральная партия;;;;;;;;;;;;
RHI_liberal_3;Фракция свободомыслящих;;;;;;;;;;;;
RHI_socialist;Немецкая рабочая партия;;;;;;;;;;;;
RHI_socialist_2;Социал-демократическая рабочая партия;;;;;;;;;;;;
RHI_socialist_3;Социал-рабочая партия;;;;;;;;;;;;
RHI_reactionary;Национальная партия;;;;;;;;;;;;
RHI_conservative_2;Консервативная партия;;;;;;;;;;;;
RHI_conservative_3;Христианско-социальная рабочая партия;;;;;;;;;;;;
RHI_anarcho_liberal;Радикальная рабочая партия;Рабочая партия радикалов;Радикальная рабочая партия;;;;;;;;;;;
RHI_communist;Коммунистическая рабочая партия;Коммунистическая рабочая партия;Коммунистическая рабочая партия;;;;;;;;;;;
RHI_fascist;Национал-социалистическая рабочая партия;Национал-социалистическая рабочая партия;Национал-социалистическая рабочая партия;;;;;;;;;;;
RHO_democracy;Родезия;;;;;;;;;;;;;
RMG;Романья;;;;;;;;;;;;;
RMG_ADJ;Романьян;;;;;;;;;;;;;
RPL;Ассинибойя;;;;;;;;;;;;;
RPL_ADJ;Ассинибойск.;;;;;;;;;;;;;
RPL_hms_government;Рупертовская земля;;;;;;;;;;;;;
RPL_hms_government_ADJ;Северо-западный;;;;;;;;;;;;;
RUT_proletarian_dictatorship;Западноукраинская Народная Республика;;;;;;;;;;;;;
RUT_proletarian_dictatorship_ADJ;Западноукраинск.;;;;;;;;;;;;;
RUT_democracy;Западная Украина;;;;;;;;;;;;;
RUT_democracy_ADJ;Западноукраинск.;;;;;;;;;;;;;
RUT_presidential_dictatorship;Западная Украина;;;;;;;;;;;;;
RUT_presidential_dictatorship_ADJ;Западноукраинск.;;;;;;;;;;;;;
RYU;Рюкю;;;;;;;;;;;;;
RYU_ADJ;Рюкюанск.;;;;;;;;;;;;;
RYU_conservative;Национальная партия;;;;;;;;;;;;;
RYU_liberal;Либеральная партия;;;;;;;;;;;;;
RYU_reactionary;Монархическая партия;;;;;;;;;;;;;
RYU_anarcho_liberal;Либертарианская партия;;;;;;;;;;;;;
RYU_socialist;Социал-демократическая партия;;;;;;;;;;;;;
RYU_communist;Объединенная рабочая партия;;;;;;;;;;;;;
RYU_fascist;Национал-социалистическая партия;;;;;;;;;;;;;
SAA;Заарландия;Сарре;Заарландия;;Заарландия;;;;;;;;;
SAA_ADJ;Заарландец;Сарроа;Заарландец;;Заарландец;;;;;;;;;
SAA_liberal;Либерально-демократическая партия;Либерально-демократическая партия;Либерально-демократическая партия;;;;;;;;;;;
SAA_conservative;Центральная партия;Центральная партия;Центральная партия;;;;;;;;;;;
SAA_liberal_2;Национально-либеральная партия ;Национально-либеральная партия ;Национально-либеральная партия ;;;;;;;;;;
SAA_socialist;Немецкая рабочая партия;Немецкая рабочая партия;Немецкая рабочая партия;;;;;;;;;;;
SAA_reactionary;Национальная партия;Национальная партия;Национальная партия;;;;;;;;;;;
SAA_conservative_2;Консервативная партия;Консервативная партия;Консервативная партия;;;;;;;;;;;
SAA_anarcho_liberal;Радикальная рабочая партия;Рабочая партия радикалов;Радикальная рабочая партия;;;;;;;;;;;
SAA_communist;Коммунистическая рабочая партия;Коммунистическая рабочая партия;Коммунистическая рабочая партия;;;;;;;;;;;
SAA_fascist;Национал-социалистическая рабочая партия;Национал-социалистическая рабочая партия;Национал-социалистическая рабочая партия;;;;;;;;;;;
SAR_reactionary;Реставрационисты;Реставрационисты;Реставрационисты;;Реставрационисты;;;;;;;;;
SAR_conservative;Модераты;Модераты;Модераты;;Модераты;;;;;;;;;
SAR_liberal;Реформисты;Реформисты;Реформисты;;Реформисты;;;;;;;;;
SAR_liberal_2;Либералы;Либералы;Либералы;;Либералы;;;;;;;;;
SAR_socialist;Социалисты;Социалисты;Социалисты;;Социалисты;;;;;;;;;
SAR_conservative_2;Пополари;Пополари;Пополари;;Пополари;;;;;;;;;
SAR_anarcho_liberal;Радикалы;Радикалы;Радикалы;;Радикалы;;;;;;;;;
SAR_communist;Коммунисты;Коммунисты;Коммунисты;;Коммунисты;;;;;;;;;
SAR_fascist;Фашисты;Фашисты;Фашисты;;Фашисты;;;;;;;;;
SAS;Южная Австралия;Южная Австралия;Южная Австралия;;;;;;;;;;;
SAS_ADJ;Южно-австралийск.;Южно-австралийск.;Южно-австралийск.;;;;;;;;;;;
SAS_conservative;Консервативная фракция;Консервативная фракция;Консервативная фракция;;;;;;;;;;;
SAS_conservative_1;Консервативная партия;Консервативная партия;Консервативная партия;;;;;;;;;;;
SAS_conservative_2;Националистическая партия;Националистическая партия;Националистическая партия;;;;;;;;;;;
SAS_conservative_3;Либеральная и Сельская Лига;Либеральная и Сельская Лига;Либеральная и Сельская Лига;;;;;;;;;;;
SAS_liberal;Либеральная фракция;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
SAS_liberal_1;Либеральная партия;Либеральная партия;Либеральная партия;;;;;;;;;;;
SAS_liberal_2;Либеральный и Демократический Союз;Либеральный и Демократический Союз;Либеральный и Демократический Союз;;;;;;;;;;;
SAS_liberal_3;Либеральный союз;Либеральный союз;Либеральный союз;;;;;;;;;;;
SAS_liberal_4;Либеральная федерация;Либеральная федерация;Либеральная федерация;;;;;;;;;;;
SAS_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
SAS_socialist_1;Лейбористская партия;Лейбористская партия;Лейбористская партия;;;;;;;;;;;
SAS_communist;Коммунистическая партия;Коммунистическая партия;Коммунистическая партия;;;;;;;;;;;
SAS_reactionary;Радикальные националисты;Радикальные националисты;Радикальные националисты;;;;;;;;;;;
SAS_reactionary_2;Партия страны;Партия страны;Партия страны;;;;;;;;;;;
SAS_anarcho_liberal;Радикальные либералы;Радикальные либералы;Радикальные либералы;;;;;;;;;;;
SAS_fascist;Фашистская партия;Фашистская партия;Фашистская партия;;;;;;;;;;;
SAT;Кюсю;;;;;;;;;;;;;
SAT_ADJ;Кюсюанск.;;;;;;;;;;;;;
SAT_absolute_monarchy;Сацума;;;;;;;;;;;;;
SAT_prussian_constitutionalism;Сацума;;;;;;;;;;;;;
SAT_hms_government;Сацума;;;;;;;;;;;;;
SAT_absolute_monarchy_ADJ;Шимадзу;;;;;;;;;;;;;
SAT_prussian_constitutionalism_ADJ;Шимадзу;;;;;;;;;;;;;
SAT_hms_government_ADJ;Шимадзу;;;;;;;;;;;;;
SAV;Сент-Винсент;;;;;;;;;;;;;
SAV_ADJ;Винсентианск.;;;;;;;;;;;;;
SEN;Тохоку;;;;;;;;;;;;;
SEN_ADJ;Тохокуанск.;;;;;;;;;;;;;
SEN_absolute_monarchy;Сендай;;;;;;;;;;;;;
SEN_prussian_constitutionalism;Сендай;;;;;;;;;;;;;
SEN_hms_government;Сендай;;;;;;;;;;;;;
SEN_absolute_monarchy_ADJ;Датэ;;;;;;;;;;;;;
SEN_prussian_constitutionalism_ADJ;Датэ;;;;;;;;;;;;;
SEN_hms_government_ADJ;Датэ;;;;;;;;;;;;;
SHA;Шан;;;;;;;;;;;;;
SHA_ADJ;Шан;;;;;;;;;;;;;
SHA_conservative;Национальная партия;;;;;;;;;;;;;
SHA_liberal;Демократическая партия;;;;;;;;;;;;;
SHA_socialist;Прогрессивная партия;;;;;;;;;;;;;
SHA_communist;Коммунистическая партия;;;;;;;;;;;;;
SHA_reactionary;Партия единства;;;;;;;;;;;;;
SHA_anarcho_liberal;Радикальная партия;;;;;;;;;;;;;
SHA_fascist;Фашистская партия;;;;;;;;;;;;;
SAK;Сиак;;;;;;;;;;;;;
SAK_ADJ;Сиак;;;;;;;;;;;;;
SIB;Сибирская Республика;;;;;;;;;;;;;
SIB_absolute_monarchy;Сибирь;;;;;;;;;;;;;
SIB_prussian_constitutionalism;Сибирь;;;;;;;;;;;;;
SIB_hms_government;Сибирь;;;;;;;;;;;;;
SIB_ADJ;Сибирск.;;;;;;;;;;;;;
SIB_conservative;Славянофилы;Славянофилы;Славянофилы;;;;;;;;;;;
SIB_liberal;Западники;Западники;Западники;;;;;;;;;;;
SIB_communist;Социал-демократическая партия;Социал-демократическая партия;Социал-демократическая партия;;;;;;;;;;;
SIB_socialist;Меньшевики;Меньшевики;Меньшевики;;;;;;;;;;;
SIB_reactionary;Панслависты;Панслависты;Панслависты;;;;;;;;;;;
SIB_conservative_2;Октябристы;Октябристы;Октябристы;;;;;;;;;;;
SIB_anarcho_liberal;Радикалы;Радикалы;Радикалы;;;;;;;;;;;
SIB_fascist;Фашисты;Фашисты;Фашисты;;;;;;;;;;;
SLE;Сьерра-Леоне;;;;;;;;;;;;;
SLE_ADJ;Сьерра-Леонск.;;;;;;;;;;;;;
SLE_liberal;Партия единства Сьерра-Леоне;;;;;;;;;;;;;
SLE_anarcho_liberal;Конвенция демократов и патриотов;;;;;;;;;;;;;
SLE_conservative;Партия африканского объединения;;;;;;;;;;;;;
SLE_reactionary;Партия национальных реформ;;;;;;;;;;;;;
SLE_socialist;Прогрессивный союз Сьерра-Леоне;;;;;;;;;;;;;
SLE_communist;Партия всех народов Сьерра-Леоне;;;;;;;;;;;;;
SLE_fascist;Альянс сил прогресса;;;;;;;;;;;;;
SLS;Шлезия;;;;;;;;;;;;;
SLS_ADJ;Шлезск.;;;;;;;;;;;;;
SLS_liberal;Либералдемократическая партия;Либералдемократическая партия;Либералдемократическая партия;;Либералдемократическая партия;;;;;;;;;
SLS_conservative;Центральная партия;Центральная партия;Центральная партия;;Центральная партия;;;;;;;;;
SLS_liberal_2;Национал-либеральная партия ;Национал-либеральная партия ;Национал-либеральная партия ;;Национал-либеральная партия ;;;;;;;;;
SLS_socialist;Немецкая рабочая партия;Немецкая рабочая партия;Немецкая рабочая партия;;Немецкая рабочая партия;;;;;;;;;
SLS_reactionary;Национальная партия;Национальная партия;Национальная партия;;Национальная партия;;;;;;;;;
SLS_conservative_2;Консервативная партия;Консервативная партия;Консервативная партия;;Консервативная партия;;;;;;;;;
SLS_anarcho_liberal;Радикальная рабочая партия;Рабочая партия радикалов;Радикальная рабочая партия;;Радикальная рабочая партия;;;;;;;;;
SLS_communist;Коммунистическая рабочая партия;Коммунистическая рабочая партия;Коммунистическая рабочая партия;;Коммунистическая рабочая партия;;;;;;;;;
SLS_fascist;Фашисты;;;;;;;;;;;;;
BRA;Брауншвейг;;;;;;;;;;;;;
BRA_ADJ;Брауншвейгск.;;;;;;;;;;;;;
SLW;Сулавеси;;;;;;;;;;;;;
SLW_ADJ;Сулавесианск.;;;;;;;;;;;;;
SLW_absolute_monarchy;Боне;;;;;;;;;;;;;
SLW_prussian_constitutionalism;Боне;;;;;;;;;;;;;
SLW_hms_government;Боне;;;;;;;;;;;;;
SMI;Сапми;Сапми;Сапми;;;;;;;;;;;
SMI_ADJ;Сами;Сами;Сами;;;;;;;;;;;
SMI_liberal;Либеральная партия;Либеральная партия;Либеральная партия;;;;;;;;;;;
SMI_conservative;Консервативная партия;Консервативная партия;Консервативная партия;;;;;;;;;;;
SMI_reactionary;Националистическая партия;Националистическая партия;Националистическая партия;;;;;;;;;;;
SMI_socialist;Партия труда;Партия труда;Партия труда;;;;;;;;;;;
SMI_anarcho_liberal;Радикальная партия;Радикальная партия;Радикальная партия;;;;;;;;;;;
SMI_communist;Коммунистическая партия;Коммунистическая партия;Коммунистическая партия;;;;;;;;;;;
SMI_fascist;Фашистская партия;Фашистская партия;Фашистская партия;;;;;;;;;;;
SNG;Сенегал;;;;;;;;;;;;;
SNG_ADJ;Сенегальск.;;;;;;;;;;;;;
SNG_liberal;Сенегальская демократическая партия;;;;;;;;;;;;;
SNG_anarcho_liberal;Конвенция демократов и патриотов;;;;;;;;;;;;;
SNG_conservative;Партия африканского объединения;;;;;;;;;;;;;
SNG_reactionary;Партия сенегальской солидарности;;;;;;;;;;;;;
SNG_socialist;Прогрессивный союз народа Сенегала;;;;;;;;;;;;;
SNG_communist;Партия независимости Африки;;;;;;;;;;;;;
SNG_fascist;Альянс сил прогресса;;;;;;;;;;;;;
SNZ;Новый Мюнстер;Новый Мюнстер;Новый Мюнстер;;;;;;;;;;;
SNZ_ADJ;Мюнстерианск.;Мюнстерианск.;Мюнстерианск.;;;;;;;;;;;
SNZ_fascist_dictatorship;Зеландия;Зеландия;Зеландия;;;;;;;;;;;
SNZ_fascist_dictatorship_ADJ;Зеландск.;Зеландск.;Зеландск.;;;;;;;;;;;
SNZ_presidential_dictatorship;Южно-Островная Республика;Южно-Островная Республика;Южно-Островная Республика;;;;;;;;;;;
SNZ_presidential_dictatorship_ADJ;Южно-Островной;Южно-Островной;Южно-Островной;;;;;;;;;;;
SNZ_bourgeois_dictatorship;Южно-Островная Республика;Южно-Островная Республика;Южно-Островная Республика;;;;;;;;;;;
SNZ_bourgeois_dictatorship_ADJ;Южно-Островной;Южно-Островной;Южно-Островной;;;;;;;;;;;
SNZ_democracy;Южно-Островная Республика;Южно-Островная Республика;Южно-Островная Республика;;;;;;;;;;;
SNZ_democracy_ADJ;Южно-Островной;Южно-Островной;Южно-Островной;;;;;;;;;;;
SNZ_proletarian_dictatorship;Зеландия;Зеландия;Зеландия;;;;;;;;;;;
SNZ_proletarian_dictatorship_ADJ;Зеландск.;Зеландск.;Зеландск.;;;;;;;;;;;
SNZ_conservative;Консервативная партия;Консервативная партия;Консервативная партия;;;;;;;;;;;
SNZ_liberal;Либеральная партия;Либеральная партия;Либеральная партия;;;;;;;;;;;
SNZ_socialist;Лейбористская партия;Лейбористская партия;Лейбористская партия;;;;;;;;;;;
SNZ_communist;Коммунистическая партия;Коммунистическая партия;Коммунистическая партия;;;;;;;;;;;
SNZ_reactionary;Националистическая партия;Националистическая партия;Националистическая партия;;;;;;;;;;;
SNZ_anarcho_liberal;Радикальная партия;Радикальная партия;Радикальная партия;;;;;;;;;;;
SNZ_fascist;Фашистская партия;Фашистская партия;Фашистская партия;;;;;;;;;;;
SON;Сонора;;;;;;;;;;;;;
SON_ADJ;Соноранск.;;;;;;;;;;;;;
SON_conservative;Консервативная партия;Консервативная партия;Консервативная партия;;;;;;;;;;;
SON_liberal;Либеральная партия;Либеральная партия;Либеральная партия;;;;;;;;;;;
SON_anarcho_liberal;Федералистская партия;Федералистская партия;Федералистская партия;;;;;;;;;;;
SON_conservative_2;Умеренно-либеральная партия;Умеренно-либеральная партия;Умеренно-либеральная партия;;;;;;;;;;;
SON_liberal_2;Радикальная либеральная партия;Радикальная либеральная партия;Радикальная либеральная партия;;;;;;;;;;;
SON_liberal_3;Партия прогресса;Партия прогресса;Партия прогресса;;;;;;;;;;;
SON_conservative_3;Конституциональная партия;Конституциональная партия;Конституциональная партия;;;;;;;;;;;
SON_liberal_4;Антиреэлекционная партия;Антиреэлекционная партия;Антиреэлекционная партия;;;;;;;;;;;
SON_reactionary;Империалистская партия;Империалистская партия;Империалистская партия;;;;;;;;;;;
SON_socialist;Социалистическая партия;Социалистическая партия;Социалистическая партия;;;;;;;;;;;
SON_communist;Коммунистическая партия;Коммунистическая партия;Коммунистическая партия;;;;;;;;;;;
SON_fascist;Фашистская партия;Фашистская партия;Фашистская партия;;;;;;;;;;;
SPC;Испания;;;;;;;;;;;;;
SPC_absolute_monarchy;Карлистская Испания;;;;;;;;;;;;;
SPC_prussian_constitutionalism;Карлистская Испания;;;;;;;;;;;;;
SPC_hms_government;Карлистская Испания;;;;;;;;;;;;;
SPC_ADJ;Испанск.;;;;;;;;;;;;;
SPU;Южный Перу;;;;;;;;;;;;;
SPU_ADJ;Южно-перуанск.;;;;;;;;;;;;;
SRD;Сардиния;;;;;;;;;;;;;
SRD_ADJ;Сардинск.;;;;;;;;;;;;;
SRI;Шри-Ланка;;;;;;;;;;;;;
SRI_ADJ;Шри-Ланкийск.;;;;;;;;;;;;;
SRI_absolute_monarchy;Силон;;;;;;;;;;;;;
SRI_prussian_constitutionalism;Силон;;;;;;;;;;;;;
SRI_hms_government;Силон;;;;;;;;;;;;;
SRI_absolute_monarchy_ADJ;Силонианск.;;;;;;;;;;;;;
SRI_prussian_constitutionalism_ADJ;Силонианск.;;;;;;;;;;;;;
SRI_hms_government_ADJ;Силонианск.;;;;;;;;;;;;;
SRI_conservative;Королевская фракция;;;;;;;;;;;;;
SRI_liberal;Либеральная фракция;;;;;;;;;;;;;
SRI_reactionary;Националистическая фракция;;;;;;;;;;;;;
SRI_anarcho_liberal;Радикальная фракция;;;;;;;;;;;;;
SRI_socialist;Социалистическая фракция;;;;;;;;;;;;;
SRI_communist;Коммунистическая фракция;;;;;;;;;;;;;
SRI_fascist;Фашистская фракция;;;;;;;;;;;;;
BKF;Верхняя Вольта;;;;;;;;;;;;;
BKF_ADJ;Вольтск.;;;;;;;;;;;;;
BKF_liberal;UNDD;;;;;;;;;;;;;
BKF_anarcho_liberal;Вольтская Прогрессивная Уния;;;;;;;;;;;;;
BKF_conservative;Вольтская Уния;;;;;;;;;;;;;
BKF_reactionary;UDV-RDA;;;;;;;;;;;;;
BKF_socialist;Вольтская Демократическая Ассоциация;;;;;;;;;;;;;
BKF_communist;Вольтский Коммунистический Союз;;;;;;;;;;;;;
BKF_fascist;Фронт Отверженных;;;;;;;;;;;;;
SUD;Судан;;;;;;;;;;;;;
SUD_theocracy;Судан Махдистов;;;;;;;;;;;;;
SUD_ADJ;Суданск.;;;;;;;;;;;;;
SUD_reactionary;Махдисты;;;;;;;;;;;;;
SUD_conservative;Аль-Мухафид;Аль-Мухафид;Аль-Мухафид;;;;;;;;;;;
SUD_liberal;Аль-Мутахарир;Аль-Мутахарир;Аль-Мутахарир;;;;;;;;;;;
SUD_anarcho_liberal;Аль-Анарколиберал;Аль-Анарколиберал;Аль-Анарколиберал;;;;;;;;;;;
SUD_socialist;Аль-Иштираки;Аль-Иштираки;Аль-Иштираки;;;;;;;;;;;
SUD_communist;Аль-Шиуи;Аль-Шиуи;Аль-Шиуи;;;;;;;;;;;
SUD_fascist;Аль-Фаши;Аль-Фаши;Аль-Фаши;;;;;;;;;;;
SUL;Сулу;;;;;;;;;;;;;
SUL_ADJ;Сулу;;;;;;;;;;;;;
SUL_conservative;Консервативная фракция;;;;;;;;;;;;;
SUL_liberal;Реформистская фракция;;;;;;;;;;;;;
SUL_socialist;Прогрессивная фракция;;;;;;;;;;;;;
SUL_communist;Коммунистическая фракция;;;;;;;;;;;;;
SUL_reactionary;Националистическая фракция;;;;;;;;;;;;;
SUL_anarcho_liberal;Радикальная фракция;;;;;;;;;;;;;
SUL_fascist;Фашистская фракция;;;;;;;;;;;;;
SVY;Савойя;;;;;;;;;;;;;
SVY_ADJ;Савойск.;;;;;;;;;;;;;
SWH;Шлезвиг-Гольштейн;;;;;;;;;;;;;
SWH_ADJ;Шлезвигск.;;;;;;;;;;;;;
SWH_liberal;Либеральная партия;Либеральная партия;Либеральная партия;;;;;;;;;;;
SWH_conservative;Центральная партия;;;;;;;;;;;;;
