Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
MOZ_anarcho_liberal;Independent Party of Mozambique;;;;;;;;;;;;;
MOZ_communist;FRELIMO;;;;;;;;;;;;;
MOZ_fascist;Mozambique People's Progress Party;;;;;;;;;;;;;
MRS;Marshall Islands;Marshall Islands;Marshall Islands;;;;;;;;;;;
MRS_ADJ;Marshallese;Marshallese;Marshallese;;;;;;;;;;;
MRT;Marathas;;;;;;;;;;;;;
MRT_ADJ;Marathi;;;;;;;;;;;;;
MRT_absolute_monarchy;Maratha Empire;;;;;;;;;;;;;
MRT_prussian_constitutionalism;Maratha Empire;;;;;;;;;;;;;
MRT_democracy;Maratha Confederacy;;;;;;;;;;;;;
MRT_proletarian_dictatorship;Maratha Republic;;;;;;;;;;;;;
MRU;Maritime Republic;;;;;;;;;;;;;
MRU_absolute_monarchy;Maritime Union;;;;;;;;;;;;;
MRU_prussian_constitutionalism;Maritime Union;;;;;;;;;;;;;
MRU_hms_government;Maritime Union;;;;;;;;;;;;;
MRU_ADJ;Maritime;;;;;;;;;;;;;
NEJ_conservative;Al-Sa'ud;;;;;;;;;;;;;
NEJ_liberal;Al-Ahrar;;;;;;;;;;;;;
NEJ_reactionary;Al-Da'wa al-Wahhabiyyah;;;;;;;;;;;;;
NEJ_anarcho_liberal;Al-Hizb al-Metterf;;;;;;;;;;;;;
NEJ_socialist;Hizb al-Ba'ath al-'Arabi al-Ishtiraki;;;;;;;;;;;;;
NEJ_communist;Al-Hizb al-Shuyu'i;;;;;;;;;;;;;
NEJ_fascist;Al-Hizb al-Fashy;;;;;;;;;;;;;
NGR;Nigeria;;;;;;;;;;;;;
NGR_ADJ;Nigerian;;;;;;;;;;;;;
NGR_liberal;National Council;;;;;;;;;;;;;
NGR_conservative;Northern People's Congress;;;;;;;;;;;;;
NGR_socialist;Action Group;;;;;;;;;;;;;
NGR_reactionary;Nigerian National Democratic Party;;;;;;;;;;;;;
NGR_anarcho_liberal;NEPU;;;;;;;;;;;;;
NGR_communist;Commoners Party;;;;;;;;;;;;;
NGR_fascist;Dynamic Party;;;;;;;;;;;;;
NIG;Niger;;;;;;;;;;;;;
NIG_ADJ;Nigerien;;;;;;;;;;;;;
NIG_liberal;UPDP;;;;;;;;;;;;;
NIG_conservative;Democratic and Social Convention;;;;;;;;;;;;;
NIG_socialist;Sawaba;;;;;;;;;;;;;
NIG_reactionary;MNSD;;;;;;;;;;;;;
NIG_anarcho_liberal;;;;;;;;;;;;;;
NIG_communist;Progressive Party;;;;;;;;;;;;;
NIG_fascist;Party for People's Dignity;;;;;;;;;;;;;
NOR_liberal;Liberals;;;;;;;;;;;;;
NOR_liberal_2;Venstre;;;;;;;;;;;;;
NOR_conservative;Conservatives;;;;;;;;;;;;;
NOR_conservative_2;H�yre;;;;;;;;;;;;;
NOR_conservative_3;Moderate Venstre;;;;;;;;;;;;;
NOR_conservative_4;Samlingspartiet;;;;;;;;;;;;;
NOR_conservative_5;Frisinnede Venstre;;;;;;;;;;;;;
NOR_conservative_6;Kristelig Folkeparti;;;;;;;;;;;;;
NOR_anarcho_liberal_2;Arbeiderdemokratene;;;;;;;;;;;;;
NOR_socialist;Socialists;;;;;;;;;;;;;
NOR_socialist_2;Det Norske Arbeiderparti;;;;;;;;;;;;;
NOR_socialist_3;Norges Socialdemokratiske Arbeiderparti;;;;;;;;;;;;;
NOR_socialist_4;Bondepartiet;;;;;;;;;;;;;
NOR_communist_2;Det Norske Arbeiderparti;;;;;;;;;;;;;
NOR_communist_3;Norges Kommunistiske Parti;;;;;;;;;;;;;
NOR_fascist;Nationalists;;;;;;;;;;;;;
NOR_fascist_2;Nasjonal Samling;;;;;;;;;;;;;
CZH_fascist;Vlajka;;;;;;;;;;;;;
SLV_fascist;Slovensk� Ludov� Strana;;;;;;;;;;;;;
NOV;Nova Scotia;Nouvelle-�cosse;Neuschottland;;;;;;;;;;;
NOV_ADJ;Nova Scotian;Nouvelle-�cossais;Neuschottisch;;;;;;;;;;;
NOV_liberal;Liberal Party;Parti lib�ral;Liberale Partei;;;;;;;;;;;
NOV_conservative;Conservative Party;Parti conservateur;Conservative Party;;;;;;;;;;;
NOV_reactionary;Nationalist Party;Parti nationaliste;Nationalist Party;;;;;;;;;;;
NOV_anarcho_liberal;Radical Party;Parti radical;Radical Party;;;;;;;;;;;
NOV_socialist;Socialist Party;Parti socialiste;Socialist Party;;;;;;;;;;;
NOV_communist;Communist Party;Parti communiste;Communist Party;;;;;;;;;;;
NOV_fascist;Fascist Party;Parti fasciste;Fascist Party;;;;;;;;;;;
NOV_fascist_dictatorship;Alba Nuadh;;;;;;;;;;;;;
NOV_fascist_dictatorship_adj;Albannaich;;;;;;;;;;;;;
NQL;North Queensland;North Queensland;North Queensland;;;;;;;;;;;
NQL_ADJ;North Queenslander;North Queenslander;North Queenslander;;;;;;;;;;;
NQL_fascist_dictatorship;Capricornia;Capricornia;Capricornia;;;;;;;;;;;
NQL_fascist_dictatorship_ADJ;Capricornian;Capricornian;Capricornian;;;;;;;;;;;
NQL_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
NQL_conservative_1;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
NQL_conservative_2;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;
NQL_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
NQL_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
NQL_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
NQL_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
NQL_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
NQL_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
NQL_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;
NQL_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
NQL_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
NSW;New South Wales;New South Wales;New South Wales;;;;;;;;;;;
NSW_ADJ;New South Welsh;New South Welsh;New South Welsh;;;;;;;;;;;
NSW_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
NSW_conservative_1;Protectionist Party;Protectionist Party;Protectionist Party;;;;;;;;;;;
NSW_conservative_2;Progressive Party;Progressive Party;Progressive Party;;;;;;;;;;;
NSW_conservative_3;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
NSW_conservative_4;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;
NSW_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
NSW_liberal_1;Free Trade Party;Free Trade Party;Free Trade Party;;;;;;;;;;;
NSW_liberal_2;Liberal Reform Party;Liberal Reform Party;Liberal Reform Party;;;;;;;;;;;
NSW_liberal_3;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
NSW_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
NSW_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
NSW_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
NSW_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
NSW_reactionary_1;Farmers and Settlers Party;Farmers and Settlers Party;Farmers and Settlers Party;;;;;;;;;;;
NSW_reactionary_2;Progressive Party;Progressive Party;Progressive Party;;;;;;;;;;;
NSW_reactionary_3;Country Party;Country Party;Country Party;;;;;;;;;;;
NSW_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
NSW_fascist;New Guard;New Guard;New Guard;;;;;;;;;;;
NTA;North Australia;North Australia;North Australia;;;;;;;;;;;
NTA_ADJ;North Australian;North Australian;North Australian;;;;;;;;;;;
NTA_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
NTA_conservative_1;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
NTA_conservative_2;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;
NTA_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
NTA_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
NTA_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
NTA_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
NTA_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
NTA_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
NTA_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;
NTA_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
NTA_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
YEM_proletarian_dictatorship;People's Republic of Yemen;;;;;;;;;;;;;
NYE;North Yemen;;;;;;;;;;;;;
NYE_democracy;Yemen Arab Republic;;;;;;;;;;;;;
NYE_presidential_dictatorship;Yemen Arab Republic;;;;;;;;;;;;;
NYE_ADJ;North Yemeni;;;;;;;;;;;;;
NYE_absolute_monarchy;Zaydi;;;;;;;;;;;;;
NYE_prussian_constitutionalism;Kingdom of Yemen;;;;;;;;;;;;;
NYE_hms_government;Kingdom of Yemen;;;;;;;;;;;;;
NYE_absolute_monarchy_ADJ;Zaidiyyah;;;;;;;;;;;;;
OAX;Oaxaca;;;;;;;;;;;;;
OAX_ADJ;Oaxacan;;;;;;;;;;;;;
OAX_conservative;Conservative Party;;;;;;;;;;;;;
OAX_liberal;Liberal Party;;;;;;;;;;;;;
OAX_reactionary;Nationalist Party;;;;;;;;;;;;;
OAX_anarcho_liberal;Radical Party;;;;;;;;;;;;;
OAX_socialist;Socialist Party;;;;;;;;;;;;;
OAX_communist;Communist Party;;;;;;;;;;;;;
OAX_fascist;Fascist Party;;;;;;;;;;;;;
OCC;Occitania;Occitanie;Occitania;;Occitania;;;;;;;;;
OCC_ADJ;Occitan;Occitain;Occitanisch;;Occitano;;;;;;;;;
OCC_reactionary;Partit Reiau-Alo;Partit Reiau-Alo;Partit Reiau-Alo;;Partit Reiau-Alo;;;;;;;;;
OCC_liberal;Partit de lo Nacioun �ucitano;Partit de lo Nacioun �ucitano;Partit de lo Nacioun �ucitano;;;;;;;;;;;
OCC_conservative;Partit Counservadouro;Partit Counservadouro;Partit Counservadouro;;Partit Counservadouro;;;;;;;;;
OCC_socialist;Partit Soucialisto;Partit Soucialisto;Partit Soucialisto;;Partit Soucialisto;;;;;;;;;
OCC_anarcho_liberal;Partit Anarquisto;Partit Anarquisto;Partit Anarquisto;;Partit Anarquisto;;;;;;;;;
OCC_communist;Partit Comunisto;Partit Comunisto;Partit Comunisto;;Partit Comunisto;;;;;;;;;
OCC_fascist;Partit Faissisto;Partit Faissisto;Partit Faissisto;;Partit Faissisto;;;;;;;;;
PAP;Papal States;;;;;;;;;;;;;
PAP_democracy;Roman Republic;;;;;;;;;;;;;
PAP_theocracy;Papal States;;;;;;;;;;;;;
PAP_presidential_dictatorship;Roman Republic;;;;;;;;;;;;;
PAP_bourgeois_dictatorship;Roman Republic;;;;;;;;;;;;;
PAP_proletarian_dictatorship;People's Republic of Rome;;;;;;;;;;;;;
PAP_fascist_dictatorship;Roman Republic;;;;;;;;;;;;;
PAP_absolute_monarchy;Lazio;;;;;;;;;;;;;
PAP_prussian_constitutionalism;Lazio;;;;;;;;;;;;;
PAP_hms_government;Lazio;;;;;;;;;;;;;
PAP_ADJ_democracy;Roman;;;;;;;;;;;;;
PAP_ADJ_presidential_dictatorship;Roman;;;;;;;;;;;;;
PAP_ADJ_bourgeois_dictatorship;Roman;;;;;;;;;;;;;
PAP_ADJ_proletarian_dictatorship;Roman;;;;;;;;;;;;;
PAP_ADJ_fascist_dictatorship;Roman;;;;;;;;;;;;;
PAP_ADJ_theocracy;Papal;;;;;;;;;;;;;
PAP_ADJ;Roman;;;;;;;;;;;;;
PAR_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;
PAR_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;
PAR_liberal;Riformisti ;Riformisti ;Riformisti;;Riformisti ;;;;;;;;;
PAR_liberal_2;Liberali;Liberali;Liberali;;Liberali ;;;;;;;;;
PAR_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;;
PAR_conservative_2;Popolari;Popolari;Popolari;;Pop olari;;;;;;;;;
PAR_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
PAR_communist;Comunisti;Comunisti;Comunisti;;Comunisti;;;;;;;;;
PAR_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
PER;Iran;;;;;;;;;;;;;
PER_ADJ;Iranian;;;;;;;;;;;;;
PER_absolute_monarchy;Persia;;;;;;;;;;;;;
PER_absolute_monarchy_ADJ;Persian;;;;;;;;;;;;;
PER_prussian_constitutionalism;Persia;;;;;;;;;;;;;
PER_prussian_constitutionalism_ADJ;Persian;;;;;;;;;;;;;
PER_bourgeois_dictatorship;Iranian Free State;;;;;;;;;;;;;
PER_communist;Tudeh Party of Iran;;;;;;;;;;;;;
PER_conservative;Shahist Faction;;;;;;;;;;;;;
PER_reactionary;Ulama Faction;;;;;;;;;;;;;
PER_anarcho_liberal;Bazaari Faction;;;;;;;;;;;;;
PER_socialist;Hizb-e Socialyist;;;;;;;;;;;;;
PER_fascist;SUMKA;;;;;;;;;;;;;
PER_liberal;Constitutionalist Party;;;;;;;;;;;;;
PER_liberal_2;National Front;;;;;;;;;;;;;
PLS;Palestine;;;;;;;;;;;;;
PLS_ADJ;Palestinian;;;;;;;;;;;;;
PLS_reactionary;Al Raj'i;;;;;;;;;;;;;
PLS_conservative;Al Muhafidh;;;;;;;;;;;;;
PLS_liberal;Al Mutaharir;;;;;;;;;;;;;
PLS_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
PLS_socialist;Al Ishtiraki;;;;;;;;;;;;;
PLS_communist;Al Shiu'i;;;;;;;;;;;;;
PLS_fascist;Al Fashi;;;;;;;;;;;;;
PLU;Palau;Palau;Palau;;;;;;;;;;;
PLU_ADJ;Palauan;Palauan;Palauan;;;;;;;;;;;
PTN;Pattani;;;;;;;;;;;;;
PTN_ADJ;Pattani;;;;;;;;;;;;;
PAN_absolute_monarchy;Sikh Empire;;;;;;;;;;;;;
PAN_prussian_constitutionalism;Sikh Empire;;;;;;;;;;;;;
PAN_absolute_monarchy_ADJ;Sikh;;;;;;;;;;;;;
PAN_prussian_constitutionalism_ADJ;Sikh;;;;;;;;;;;;;
PAN_fascist_dictatorship;Khalistan;;;;;;;;;;;;;
PAN_fascist_dictatorship_ADJ;Khalistani;;;;;;;;;;;;;
PHL;Philippines;Philippines;Philippinen;;;;;;;;;;;
PHL_ADJ;Philippine;Philippine;Philippinisch;;;;;;;;;;;
PHL_reactionary;Partido Tradicionalista;Partido Tradicionalista;Partido Tradicionalista;;;;;;;;;;;
PHL_socialist;Partido Demokratiko;Partido Demokratiko;Partido Demokratiko;;;;;;;;;;;
PHL_communist;Partido Komunista;Partido Komunista;Partido Komunista;;;;;;;;;;;
PHL_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
PHL_anarcho_liberal;Partido Libertad;Partido Libertad;Partido Libertad;;;;;;;;;;;
PHL_conservative;Partido Nacionalista;Partido Nacionalista;Partido Nacionalista;;;;;;;;;;;
PHL_fascist;Partido Nacional Socialista;;;;;;;;;;;;;
PML;Pomerelia;;;;;;;;;;;;;
PML_ADJ;Pomerelian;;;;;;;;;;;;;
PNP;Pohnpei;Pohnpei;Pohnpei;;;;;;;;;;;
PNP_ADJ;Pohnpeian;Pohnpeian;Pohnpeian;;;;;;;;;;;
PNJ;Punjab;Pendjab;Pandschab;;Punjab;;;;;;;;;
PNJ_ADJ;Panjabi;Penjabi;Pundschabisch;;;;;;;;;;;
PNJ_conservative;Khalsa;;;;;;;;;;;;;
PNJ_liberal;Fauj-i-Khas;;;;;;;;;;;;;
PNJ_reactionary;Misls;;;;;;;;;;;;;
PNJ_anarcho_liberal;The Radical Party;;;;;;;;;;;;;
PNJ_socialist;The Socialist Party;;;;;;;;;;;;;
PNJ_communist;The Communist Party;;;;;;;;;;;;;
PNJ_fascist;The Fascist Party;;;;;;;;;;;;;
PNJ_absolute_monarchy;Sikh Empire;;;;;;;;;;;;;
PNJ_prussian_constitutionalism;Sikh Empire;;;;;;;;;;;;;
PNJ_absolute_monarchy_ADJ;Sikh;;;;;;;;;;;;;
PNJ_prussian_constitutionalism_ADJ;Sikh;;;;;;;;;;;;;
PNJ_hms_government;Sikh Kingdom;;;;;;;;;;;;;
PNJ_hms_government_ADJ;Sikh;;;;;;;;;;;;;
PNJ_democracy;Khalistan;;;;;;;;;;;;;
PNJ_democracy_ADJ;Khalistani;;;;;;;;;;;;;
PNJ_fascist_dictatorship;Khalistan;;;;;;;;;;;;;
PNJ_fascist_dictatorship_ADJ;Khalistani;;;;;;;;;;;;;
PNT;Kafkasos;;;;;;;;;;;;;
PNT_ADJ;Kafkasian;;;;;;;;;;;;;
PRI;Puerto Rico;Puerto Rico;Puerto Rico;;Puerto Rico;;;;;;;;;
PRI_ADJ;Puerto Rican;Puerto Ricain;?;;?;;;;;;;;;
PRI_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
PRI_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;
PRI_conservative;Partido Estadista Republicano;Partido Estadista Republicano;Partido Estadista Republicano;;;;;;;;;;;
PRI_anarcho_liberal;Partido Anarchista;Partido Anarchista;Partido Anarchista;;;;;;;;;;;
PRI_communist;Partido Comunista;Partido Comunista;Partido Comunista;;;;;;;;;;;
PRI_fascist;Partido Nacionalista;Partido Nacionalista;Partido Nacionalista;;;;;;;;;;;
PRI_reactionary;Uni�n Republicana;Uni�n Republicana;Uni�n Republicana;;;;;;;;;;;
PTG;Patagonia;;;;;;;;;;;;;
PTG_ADJ;Patagonian;;;;;;;;;;;;;
PTG_conservative;Royal Faction;;;;;;;;;;;;;
PTG_liberal;The Liberal Faction;;;;;;;;;;;;;
PTG_reactionary;The Nationalist Faction;;;;;;;;;;;;;
PTG_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
PTG_socialist;The Socialist Faction;;;;;;;;;;;;;
PTG_communist;The Communist Faction;;;;;;;;;;;;;
PTG_fascist;The Fascist Faction;;;;;;;;;;;;;
PZN;Poznan;Poznan;Poznan;;Poznan;;;;;;;;;
PZN_ADJ;Poznan;Poznan;Poznan;;Poznan;;;;;;;;;
QLD;Queensland;Queensland;Queensland;;;;;;;;;;;
QLD_ADJ;Queenslander;Queenslander;Queenslander;;;;;;;;;;;
QLD_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
QLD_conservative_1;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
QLD_conservative_2;United Party;United Party;United Party;;;;;;;;;;;
QLD_conservative_3;Country & Progressive National Party;Country & Progressive National Party;Country & Progressive National Party;;;;;;;;;;;
QLD_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
QLD_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
QLD_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
QLD_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
QLD_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
QLD_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
QLD_reactionary_2;Queensland Farmers Union;Queensland Farmers Union;Queensland Farmers Union;;;;;;;;;;;
QLD_reactionary_3;Country Party;Country Party;Country Party;;;;;;;;;;;
QLD_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
QLD_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
MAO_conservative;Junjichu;;;;;;;;;;;;;
MAO_conservative_2;Zhiqiang Yundong;;;;;;;;;;;;;
MAO_conservative_3;Beiyang;;;;;;;;;;;;;
MAO_conservative_4;Kuomintang;;;;;;;;;;;;;
MAO_conservative_5;M�nzhudang;;;;;;;;;;;;;
MAO_liberal;Gai Liang Pai;;;;;;;;;;;;;
MAO_liberal_2;Xingzhonghui;;;;;;;;;;;;;
MAO_liberal_3;Zhonggu� M�nzhu T�ngm�ng;;;;;;;;;;;;;
MAO_liberal_4;Yang Wu Pai;;;;;;;;;;;;;
MAO_reactionary;Kongji�o Yundong;;;;;;;;;;;;;
MAO_reactionary_2;J�nb�dang;;;;;;;;;;;;;
MAO_anarcho_liberal;Zhonggu� M�nzhu Ji�ngu� Hu�;;;;;;;;;;;;;
MAO_socialist;Zhonggu� Gu�jia Sh�hu� Dang;;;;;;;;;;;;;
MAO_communist;Zhonggu� G�ngchandang;;;;;;;;;;;;;
MAO_fascist;Kai-tsu P'ai;;;;;;;;;;;;;
CHI_conservative;Junjichu;;;;;;;;;;;;;
CHI_conservative_2;Zhiqiang Yundong;;;;;;;;;;;;;
CHI_conservative_3;Beiyang;;;;;;;;;;;;;
CHI_conservative_4;Kuomintang;;;;;;;;;;;;;
CHI_conservative_5;M�nzhudang;;;;;;;;;;;;;
CHI_liberal;Gai Liang Pai;;;;;;;;;;;;;
CHI_liberal_2;Xingzhonghui;;;;;;;;;;;;;
CHI_liberal_3;Zhonggu� M�nzhu T�ngm�ng;;;;;;;;;;;;;
CHI_liberal_4;Yang Wu Pai;;;;;;;;;;;;;
CHI_reactionary;Kongji�o Yundong;;;;;;;;;;;;;
CHI_reactionary_2;J�nb�dang;;;;;;;;;;;;;
CHI_anarcho_liberal;Zhonggu� M�nzhu Ji�ngu� Hu�;;;;;;;;;;;;;
CHI_socialist;Zhonggu� Gu�jia Sh�hu� Dang;;;;;;;;;;;;;
CHI_communist;Zhonggu� G�ngchandang;;;;;;;;;;;;;
CHI_fascist;Kai-tsu P'ai;;;;;;;;;;;;;
RAJ;Rajputana;;;;;;;;;;;;;
RAJ_ADJ;Rajput;;;;;;;;;;;;;
RAJ_democracy;Rajasthan;;;;;;;;;;;;;
RAJ_democracy_ADJ;Rajasthani;;;;;;;;;;;;;
RAJ_proletarian_dictatorship;Rajasthan;;;;;;;;;;;;;
RAJ_proletarian_dictatorship_ADJ;Rajasthani;;;;;;;;;;;;;
RAJ_fascist_dictatorship;Rajasthan;;;;;;;;;;;;;
RAJ_fascist_dictatorship_ADJ;Rajasthani;;;;;;;;;;;;;
RAJ_bourgeois_dictatorship;Rajasthan;;;;;;;;;;;;;
RAJ_bourgeois_dictatorship_ADJ;Rajasthani;;;;;;;;;;;;;
RGR;Rio Grande;;;;;;;;;;;;;
RGR_ADJ;Riograndese;;;;;;;;;;;;;
RGR_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
RGR_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
RGR_anarcho_liberal;Partido Federalista;Partido Federalista;Partido Federalista;;;;;;;;;;;
RGR_conservative_2;Partido Moderado Liberal;Partido Moderado Liberal;Partido Moderado Liberal;;;;;;;;;;;
RGR_liberal_2;Partido Radical Liberal;Partido Radical Liberal;Partido Radical Liberal;;;;;;;;;;;
RGR_liberal_3;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;
RGR_conservative_3;Partido Constitucionalista;Partido Constitucionalista;Partido Constitucionalista;;;;;;;;;;;
RGR_liberal_4;Partido Antireelecionista;Partido Antireelecionista;Partido Antireelecionista;;;;;;;;;;;
RGR_reactionary;Partido Imperialista;Partido Imperialista;Partido Imperialista;;;;;;;;;;;
RGR_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;
RGR_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;
RGR_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;
RGS;Rio Grande do Sul;;;;;;;;;;;;;
RGS_ADJ;Riograndense;;;;;;;;;;;;;
RGS_conservative;Partido Republicano;;;;;;;;;;;;;
RGS_liberal;Partido Federalista;;;;;;;;;;;;;
RGS_socialist;Colorados;;;;;;;;;;;;;
RGS_communist;Partido Popular;;;;;;;;;;;;;
RGS_reactionary;Partido Gaucho;;;;;;;;;;;;;
RGS_anarcho_liberal;Partido Libertador;;;;;;;;;;;;;
RGS_fascist;Partido dos Pampas;;;;;;;;;;;;;
RHI;Rhineland;Rh�nanie;Rheinland;;Rhineland;;;;;;;;;
RHI_ADJ;Rhinelander;Rh�nan;Rheinlander;;Rhinelander;;;;;;;;;
RHI_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;
RHI_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;;;;;;;;;;
RHI_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;;;;;;;;;;
RHI_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;;;;;;;;;;
RHI_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;
RHI_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;;;;;;;;;;
RHI_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;;;;;;;;;;
RHI_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;;;;;;;;;;
RHI_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;;;;;;;;;;
RHI_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;;;;;;;;;;
RHI_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;
RHI_communist;Communist Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;;;;;;;;;;
RHI_fascist;NSDP;NSDP;NSDP;;;;;;;;;;;
RHO_democracy;Rhodesia;;;;;;;;;;;;;
RMG;Romagna;;;;;;;;;;;;;
RMG_ADJ;Romagnan;;;;;;;;;;;;;
RPL;Assiniboia;;;;;;;;;;;;;
RPL_ADJ;Assiniboian;;;;;;;;;;;;;
RPL_hms_government;Rupert's Land;;;;;;;;;;;;;
RPL_hms_government_ADJ;Northwestern;;;;;;;;;;;;;
RUT_proletarian_dictatorship;West Ukrainian People's Republic;;;;;;;;;;;;;
RUT_proletarian_dictatorship_ADJ;West Ukrainian;;;;;;;;;;;;;
RUT_democracy;West Ukraine;;;;;;;;;;;;;
RUT_democracy_ADJ;West Ukrainian;;;;;;;;;;;;;
RUT_presidential_dictatorship;West Ukraine;;;;;;;;;;;;;
RUT_presidential_dictatorship_ADJ;West Ukrainian;;;;;;;;;;;;;
RYU;Ryukyu;;;;;;;;;;;;;
RYU_ADJ;Ryukyuan;;;;;;;;;;;;;
RYU_conservative;National Party;;;;;;;;;;;;;
RYU_liberal;Liberal Party;;;;;;;;;;;;;
RYU_reactionary;Monarchist Party;;;;;;;;;;;;;
RYU_anarcho_liberal;Libertarian Party;;;;;;;;;;;;;
RYU_socialist;Social-Democratic Pary;;;;;;;;;;;;;
RYU_communist;United Workers Party;;;;;;;;;;;;;
RYU_fascist;National-Socialist Party;;;;;;;;;;;;;
SAA;Saarland;Sarre;Saarland;;Saarland;;;;;;;;;
SAA_ADJ;Saarlander;Sarrois;Saarlander;;Saarlander;;;;;;;;;
